Category,Name,Color,Price,Image URLs,Description,Product URL,Unique Name
shoes,York,: BLACK/WHITE SUEDE,$74.95,"https://www.lakai.com/cdn/shop/files/York_Black_White_Suede_Main_Spring2025_Lakai.jpg?v=1743826736&width=1000, https://www.lakai.com/cdn/shop/files/York_Black_White_Suede_Side_Spring2025_Lakai.jpg?v=1743826749&width=1000, https://www.lakai.com/cdn/shop/files/York_Black_White_Suede_UpperMedial_Spring2025_Lakai.jpg?v=1743826760&width=1000, https://www.lakai.com/cdn/shop/files/York_Black_White_Suede_Top_Spring2025_Lakai.jpg?v=1743826769&width=1000, https://www.lakai.com/cdn/shop/files/York_Black_White_Suede_Sole_Spring2025_Lakai.jpg?v=1743826778&width=1000","The York is our newest vulcanized team model. Its features include a high wrap toecap to help prevent blowouts, optional lace protection, bold logo branding and durable suede overlays. The York upper offers a technical design, with a clean aesthetic, and is placed on our classic vulcanized outsole also seen on the Griffin and Newport.",https://www.lakai.com/products/york-black-white-suede-ms3240236a00,york-black-white-suede-ms3240236a00
shoes,York,: WHITE/BLACK SUEDE,$74.95,"https://www.lakai.com/cdn/shop/files/York_White_Black_Suede_Main_Spring2025_Lakai.jpg?v=1743826822&width=1000, https://www.lakai.com/cdn/shop/files/Untitled_design_11.png?v=1744166193&width=1000, https://www.lakai.com/cdn/shop/files/Screenshot_2025-04-08_at_7.41.05_PM.png?v=1744166669&width=1000, https://www.lakai.com/cdn/shop/files/Screenshot_2025-04-08_at_7.44.09_PM.png?v=1744166669&width=1000, https://www.lakai.com/cdn/shop/files/York_White_Black_Suede_Side_Spring2025_Lakai.jpg?v=1744166669&width=1000, https://www.lakai.com/cdn/shop/files/York_White_Black_Suede_UpperMedial_Spring2025_Lakai.jpg?v=1744166669&width=1000, https://www.lakai.com/cdn/shop/files/York_White_Black_Suede_Top_Spring2025_Lakai.jpg?v=1744166669&width=1000, https://www.lakai.com/cdn/shop/files/York_White_Black_Suede_Sole_Spring2025_Lakai.jpg?v=1744166669&width=1000","The York is our newest vulcanized team model. Its features include a high wrap toecap to help prevent blowouts, optional lace protection, bold logo branding and durable suede overlays. The York upper offers a technical design, with a clean aesthetic, and is placed on our classic vulcanized outsole also seen on the Griffin and Newport.",https://www.lakai.com/products/york-white-black-suede-ms1250236a00,york-white-black-suede-ms1250236a00
apparel,Logo Pullover Hoodie,: BLACK,$74.95,"https://www.lakai.com/cdn/shop/files/LakaiLOGOPULLOVERBlack_2.jpg?v=1743817898&width=1000, https://www.lakai.com/cdn/shop/files/LakaiLOGOPULLOVERBlack_3_-Copy.jpg?v=1743817898&width=1000","Clean, classic, subtle the Basic Pullover Hoodie will keep you covered, featuring Lakai branding on the front.",https://www.lakai.com/products/logo-pullover-hoodie-black,logo-pullover-hoodie-black
apparel,Logo Pullover Hoodie,: HEATHER GREY,$74.95,"https://www.lakai.com/cdn/shop/files/LakaiLOGOPULLOVERHeatherGrey_3.jpg?v=1743817898&width=1000, https://www.lakai.com/cdn/shop/files/LakaiLOGOPULLOVERHeatherGrey_1.jpg?v=1743817898&width=1000","Clean, classic, subtle the Basic Pullover Hoodie will keep you covered, featuring Lakai branding on the front.",https://www.lakai.com/products/logo-pullover-hoodie-heather-grey,logo-pullover-hoodie-heather-grey
apparel,Flare Pullover Hoodie,: HEATHER GREY,$74.95,"https://www.lakai.com/cdn/shop/files/LakaiFLAREPULLOVERHeatherGrey_2.jpg?v=1743817263&width=1000, https://www.lakai.com/cdn/shop/files/LakaiFLAREPULLOVERHeatherGrey_3.jpg?v=1743817263&width=1000","Clean, classic, subtle the Basic Pullover Hoodie will keep you covered, featuring Lakai branding on the front.",https://www.lakai.com/products/flare-pullover-hoodie-heather-grey,flare-pullover-hoodie-heather-grey
apparel,Flare Pullover Hoodie,: BLACK,$74.95,"https://www.lakai.com/cdn/shop/files/Lakai_FLARE_PULLOVER_Black_1.jpg?v=1743817263&width=1000, https://www.lakai.com/cdn/shop/files/Lakai_FLARE_PULLOVER_Black_3.jpg?v=1743817263&width=1000","Clean, classic, subtle the Basic Pullover Hoodie will keep you covered, featuring Lakai branding on the front.",https://www.lakai.com/products/flare-pullover-hoodie,flare-pullover-hoodie
apparel,Flare SS Tee,: WHITE,$34.95,https://www.lakai.com/cdn/shop/files/Lakai_FLARE_TEE_White_2.jpg?v=1743651770&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Flare T-Shirt.",https://www.lakai.com/products/flare-ss-tee-white,flare-ss-tee-white
apparel,Flare SS Tee,: BLACK,$34.95,https://www.lakai.com/cdn/shop/files/LakaiFLARETEEBlack_2.jpg?v=1743651770&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Basic T-Shirt.",https://www.lakai.com/products/flare-ss-tee-black,flare-ss-tee-black
apparel,Flare SS Tee,: SLATE,$34.95,https://www.lakai.com/cdn/shop/files/LakaiFLARETEESlate_1.jpg?v=1743651770&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Flare T-Shirt.",https://www.lakai.com/products/flare-ss-tee-slate,flare-ss-tee-slate
apparel,Flare SS Tee,: BROWN,$34.95,"https://www.lakai.com/cdn/shop/files/LakaiFLARETEEBrown_2.jpg?v=1743651770&width=1000, https://www.lakai.com/cdn/shop/files/Lakai_FLARE_TEE_Brown_1.jpg?v=1744597917&width=1000","Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Flare T-Shirt.",https://www.lakai.com/products/flare-ss-tee-brown,flare-ss-tee-brown
apparel,Logo SS Tee,: BLACK,$34.95,https://www.lakai.com/cdn/shop/files/LakaiLOGOTEEBlack_2.jpg?v=1743571011&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Logo T-Shirt.",https://www.lakai.com/products/logo-ss-tee-black,logo-ss-tee-black
apparel,Logo SS Tee,: WHITE,$34.95,https://www.lakai.com/cdn/shop/files/LakaiLOGOTEEWhite_2.jpg?v=1743570918&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Logo T-Shirt.",https://www.lakai.com/products/logo-ss-tee-white,logo-ss-tee-white
apparel,Logo SS Tee,: SLATE,$34.95,https://www.lakai.com/cdn/shop/files/LakaiLOGOTEESlate_1.jpg?v=1743570988&width=1000,"Classic fit for comfort, keeps its shape after wash and in the streets, gear up in the Lakai Logo T-Shirt.",https://www.lakai.com/products/logo-ss-tee-slate,logo-ss-tee-slate
JBjgH]t](2~4lMIK
